Date,kNDVI,NIRv,Tropomi_SIF,,,,,,,,,
6/2/18,0.793,0.244,,,,,,,,,,
6/3/18,,,0.578811653,,,,,,,,,
6/4/18,,,1.532314062,,,,,,,,,
6/5/18,0.653,0.21,1.131640275,,,,,,,,,
6/6/18,0.576,0.171,1.317841589,,,,,,,,,
6/7/18,,,0.998867154,,,,,,,,,
6/8/18,,,,,,,,,,,,
6/9/18,,,0.96827513,,,,,,,,,
6/10/18,,,,,,,,,,,,
6/11/18,0.81,0.251,1.834569573,,,,,,,,,
6/12/18,,,,,,,,,,,,
6/13/18,,,,,,,,,,,,
6/14/18,,,,,,,,,,,,
6/15/18,,,,,,,,,,,,
6/16/18,,,1.154251814,,,,,,,,,
6/17/18,0.583,0.201,1.351965606,,,,,,,,,
6/18/18,,,,,,,,,,,,
6/19/18,,,0.997093002,,,,,,,,,
6/20/18,0.835,0.265,0.608753532,,,,,,,,,
6/21/18,,,,,,,,,,,,
6/22/18,,,1.382549167,,,,,,,,,
6/23/18,,,,,,,,,,,,
6/24/18,0.541,0.19,1.901486486,,,,,,,,,
6/25/18,,,,,,,,,,,,
6/26/18,0.751,0.242,1.360872865,,,,,,,,,
6/27/18,0.878,0.282,1.012882511,,,,,,,,,
6/28/18,,,,,,,,,,,,
6/29/18,0.868,0.272,1.267341614,,,,,,,,,
6/30/18,,,1.45933646,,,,,,,,,
7/1/18,,,0.483926073,,,,,,,,,
7/2/18,,,,,,,,,,,,
7/3/18,0.569,0.197,1.425786436,,,,,,,,,
7/4/18,,,,,,,,,,,,
7/5/18,0.625,0.207,1.168518031,,,,,,,,,
7/6/18,,,1.80906105,,,,,,,,,
7/7/18,0.622,0.208,1.317903936,,,,,,,,,
7/8/18,0.785,0.246,1.238839626,,,,,,,,,
7/9/18,,,,,,,,,,,,
7/10/18,,,,,,,,,,,,
7/11/18,0.79,0.244,1.065764209,,,,,,,,,
7/12/18,0.514,0.184,1.097833276,,,,,,,,,
7/13/18,0.744,0.226,1.028672308,,,,,,,,,
7/14/18,0.614,0.204,,,,,,,,,,
7/15/18,0.778,0.243,1.417408228,,,,,,,,,
7/16/18,0.641,0.208,1.06160301,,,,,,,,,
7/17/18,0.768,0.243,0.859030843,,,,,,,,,
7/18/18,,,1.111429056,,,,,,,,,
7/19/18,,,,,,,,,,,,
7/20/18,0.753,0.237,,,,,,,,,,
7/21/18,0.543,0.186,1.264370799,,,,,,,,,
7/22/18,0.784,0.244,0.996942043,,,,,,,,,
7/23/18,0.64,0.208,0.862669408,,,,,,,,,
7/24/18,0.761,0.24,1.108550906,,,,,,,,,
7/25/18,0.77,0.244,,,,,,,,,,
7/26/18,0.5,0.179,1.037134838,,,,,,,,,
7/27/18,0.735,0.224,0.961994946,,,,,,,,,
7/28/18,0.495,0.177,0.836911231,,,,,,,,,
7/29/18,0.749,0.231,0.148909241,,,,,,,,,
7/30/18,0.54,0.186,,,,,,,,,,
7/31/18,0.785,0.247,1.154576182,,,,,,,,,
8/1/18,,,0.963959932,,,,,,,,,
8/2/18,,,,,,,,,,,,
8/3/18,,,0.660898209,,,,,,,,,
8/4/18,0.514,0.172,,,,,,,,,,
8/5/18,0.73,0.224,,,,,,,,,,
8/6/18,0.504,0.181,0.551772505,,,,,,,,,
8/7/18,0.707,0.222,0.583530615,,,,,,,,,
8/8/18,0.586,0.199,0.325835218,,,,,,,,,
8/9/18,0.694,0.219,0.625280559,,,,,,,,,
8/10/18,0.537,0.178,,,,,,,,,,
8/11/18,,,,,,,,,,,,
8/12/18,0.822,0.257,0.575820545,,,,,,,,,
8/13/18,0.413,0.152,1.161254942,,,,,,,,,
8/14/18,0.484,0.154,0.297071256,,,,,,,,,
8/15/18,0.514,0.18,0.205458006,,,,,,,,,
8/16/18,,,0.746182993,,,,,,,,,
8/17/18,0.495,0.17,0.674062928,,,,,,,,,
8/18/18,0.715,0.225,0.597780724,,,,,,,,,
8/19/18,0.626,0.204,0.321100771,,,,,,,,,
8/20/18,,,0.345991001,,,,,,,,,
8/21/18,0.601,0.196,0.904376407,,,,,,,,,
8/22/18,0.499,0.177,0.599798217,,,,,,,,,
8/23/18,,,,,,,,,,,,
8/24/18,,,,,,,,,,,,
8/25/18,,,,,,,,,,,,
8/26/18,,,,,,,,,,,,
8/27/18,0.23,0.086,0.665530436,,,,,,,,,
8/28/18,0.688,0.22,0.969854534,,,,,,,,,
8/29/18,0.42,0.16,0.497762084,,,,,,,,,
8/30/18,,,,,,,,,,,,
8/31/18,,,0.559670269,,,,,,,,,
9/1/18,,,0.575468642,,,,,,,,,
9/2/18,0.467,0.166,0.849491954,,,,,,,,,
9/3/18,0.463,0.171,0.977808148,,,,,,,,,
9/4/18,0.483,0.166,0.748415589,,,,,,,,,
9/5/18,0.431,0.16,0.956899563,,,,,,,,,
9/6/18,0.603,0.196,0.755603194,,,,,,,,,
9/7/18,0.395,0.156,0.649680028,,,,,,,,,
9/8/18,,,0.415357828,,,,,,,,,
9/9/18,,,0.494757871,,,,,,,,,
9/10/18,,,0.532617539,,,,,,,,,
9/11/18,,,,,,,,,,,,
9/12/18,,,,,,,,,,,,
9/13/18,,,0.464290306,,,,,,,,,
9/14/18,0.411,0.142,0.318288267,,,,,,,,,
9/15/18,,,0.516961575,,,,,,,,,
9/16/18,,,0.959063272,,,,,,,,,
9/17/18,,,,,,,,,,,,
9/18/18,0.421,0.156,0.695316593,,,,,,,,,
9/19/18,0.094,0.01,0.634304836,,,,,,,,,
9/20/18,,,0.688705623,,,,,,,,,
9/21/18,,,0.623384724,,,,,,,,,
9/22/18,,,0.542111173,,,,,,,,,
9/23/18,,,,,,,,,,,,
9/24/18,0.588,0.194,0.800081372,,,,,,,,,
9/25/18,0.463,0.164,0.833589792,,,,,,,,,
9/26/18,0.586,0.194,1.197596431,,,,,,,,,
9/27/18,0.404,0.154,,,,,,,,,,
9/28/18,0.389,0.153,0.462444037,,,,,,,,,
9/29/18,,,,,,,,,,,,
9/30/18,,,,,,,,,,,,
10/1/18,,,-0.167588741,,,,,,,,,
10/2/18,0.384,0.151,0.521747937,,,,,,,,,
10/3/18,,,0.683360338,,,,,,,,,
10/4/18,,,0.734567612,,,,,,,,,
10/5/18,,,,,,,,,,,,
10/6/18,,,,,,,,,,,,
10/7/18,,,,,,,,,,,,
10/8/18,,,,,,,,,,,,
10/9/18,,,,,,,,,,,,
10/10/18,0.528,0.182,0.124487607,,,,,,,,,
10/11/18,0.272,0.121,0.685795108,,,,,,,,,
10/12/18,0.568,0.192,0.612313658,,,,,,,,,
10/13/18,0.328,0.134,0.803978225,,,,,,,,,
10/14/18,0.34,0.144,0.876798868,,,,,,,,,
10/15/18,0.354,0.139,0.668854535,,,,,,,,,
10/16/18,0.338,0.143,,,,,,,,,,
10/17/18,0.423,0.154,0.721565584,,,,,,,,,
10/18/18,0.284,0.124,0.636168927,,,,,,,,,
10/19/18,0.494,0.17,,,,,,,,,,
10/20/18,0.27,0.119,0.58150965,,,,,,,,,
10/21/18,0.376,0.151,0.447429001,,,,,,,,,
10/22/18,0.267,0.118,0.482355393,,,,,,,,,
10/23/18,,,,,,,,,,,,
10/24/18,,,0.273576498,,,,,,,,,
10/25/18,,,,,,,,,,,,
10/26/18,,,,,,,,,,,,
10/27/18,0.259,0.121,0.501622677,,,,,,,,,
10/28/18,,,0.516374826,,,,,,,,,
10/29/18,,,0.316222557,,,,,,,,,
10/30/18,,,,,,,,,,,,
10/31/18,,,,,,,,,,,,
11/1/18,,,,,,,,,,,,
11/2/18,,,0.543906987,,,,,,,,,
11/3/18,,,,,,,,,,,,
11/4/18,,,0.296089159,,,,,,,,,
11/5/18,,,0.432401747,,,,,,,,,
11/6/18,0.297,0.111,,,,,,,,,,
11/7/18,0.061,0.049,0.129640907,,,,,,,,,
11/8/18,0.31,0.137,0.657669812,,,,,,,,,
11/9/18,,,0.230968975,,,,,,,,,
11/10/18,0.321,0.145,0.464097433,,,,,,,,,
11/11/18,0.336,0.138,0.364512473,,,,,,,,,
11/12/18,0.192,0.098,0.453685805,,,,,,,,,
11/13/18,,,-0.347079515,,,,,,,,,
11/14/18,,,,,,,,,,,,
11/15/18,0.413,0.171,,,,,,,,,,
11/16/18,,,0.218599806,,,,,,,,,
11/17/18,0.284,0.137,0.747773826,,,,,,,,,
11/18/18,0.283,0.125,,,,,,,,,,
11/19/18,0.188,0.104,,,,,,,,,,
11/20/18,0.477,0.173,0.148605743,,,,,,,,,
11/21/18,,,0.207975909,,,,,,,,,
11/22/18,,,,,,,,,,,,
11/23/18,,,,,,,,,,,,
11/24/18,,,,,,,,,,,,
11/25/18,0.269,0.121,0.224288486,,,,,,,,,
11/26/18,,,-0.062779404,,,,,,,,,
11/27/18,,,0.310478151,,,,,,,,,
11/28/18,,,,,,,,,,,,
11/29/18,,,,,,,,,,,,
11/30/18,,,,,,,,,,,,
12/1/18,,,,,,,,,,,,
12/2/18,,,0.573072553,,,,,,,,,
12/3/18,0.299,0.147,0.331110835,,,,,,,,,
12/4/18,0.34,0.14,0.728281081,,,,,,,,,
12/5/18,0.285,0.135,,,,,,,,,,
12/6/18,0.449,0.164,,,,,,,,,,
12/7/18,,,,,,,,,,,,
12/8/18,,,,,,,,,,,,
12/9/18,,,,,,,,,,,,
12/10/18,,,,,,,,,,,,
12/11/18,,,,,,,,,,,,
12/12/18,,,0.229260057,,,,,,,,,
12/13/18,,,0.054837493,,,,,,,,,
12/14/18,,,,,,,,,,,,
12/15/18,,,,,,,,,,,,
12/16/18,,,,,,,,,,,,
12/17/18,,,,,,,,,,,,
12/18/18,,,,,,,,,,,,
12/19/18,,,-0.155632541,,,,,,,,,
12/20/18,,,,,,,,,,,,
12/21/18,,,,,,,,,,,,
12/22/18,,,,,,,,,,,,
12/23/18,,,,,,,,,,,,
12/24/18,,,,,,,,,,,,
12/25/18,,,,,,,,,,,,
12/26/18,,,,,,,,,,,,
12/27/18,,,,,,,,,,,,
12/28/18,,,,,,,,,,,,
12/29/18,,,-0.063642748,,,,,,,,,
12/30/18,,,,,,,,,,,,
12/31/18,0.28,0.124,,,,,,,,,,
1/1/19,0.249,0.115,,,,,,,,,,
1/2/19,,,0.289479442,,,,,,,,,
1/3/19,,,,,,,,,,,,
1/4/19,,,,,,,,,,,,
1/5/19,,,,,,,,,,,,
1/6/19,,,,,,,,,,,,
1/7/19,,,0.179227211,,,,,,,,,
1/8/19,,,,,,,,,,,,
1/9/19,,,,,,,,,,,,
1/10/19,,,,,,,,,,,,
1/11/19,,,,,,,,,,,,
1/12/19,0.254,0.117,0.307488307,,,,,,,,,
1/13/19,0.221,0.119,0.306247208,,,,,,,,,
1/14/19,0.404,0.155,0.298603068,,,,,,,,,
1/15/19,,,0.18477878,,,,,,,,,
1/16/19,,,-0.061985873,,,,,,,,,
1/17/19,,,,,,,,,,,,
1/18/19,,,,,,,,,,,,
1/19/19,,,,,,,,,,,,
1/20/19,,,,,,,,,,,,
1/21/19,,,-0.054172624,,,,,,,,,
1/22/19,,,,,,,,,,,,
1/23/19,,,,,,,,,,,,
1/24/19,,,0.407565892,,,,,,,,,
1/25/19,,,,,,,,,,,,
1/26/19,,,0.394638427,,,,,,,,,
1/27/19,,,0.521741688,,,,,,,,,
1/28/19,,,0.161379334,,,,,,,,,
1/29/19,0.227,0.114,0.25096784,,,,,,,,,
1/30/19,,,0.122148015,,,,,,,,,
1/31/19,0.276,0.129,0.248091191,,,,,,,,,
2/1/19,,,,,,,,,,,,
2/2/19,,,0.519759715,,,,,,,,,
2/3/19,,,-0.106445238,,,,,,,,,
2/4/19,,,,,,,,,,,,
2/5/19,,,0.605328172,,,,,,,,,
2/6/19,,,0.214657173,,,,,,,,,
2/7/19,,,0.253737688,,,,,,,,,
2/8/19,,,0.150750606,,,,,,,,,
2/9/19,,,-0.032845896,,,,,,,,,
2/10/19,0.382,0.085,0.1476852,,,,,,,,,
2/11/19,,,,,,,,,,,,
2/12/19,,,,,,,,,,,,
2/13/19,,,0.157996938,,,,,,,,,
2/14/19,,,,,,,,,,,,
2/15/19,,,-0.434956014,,,,,,,,,
2/16/19,,,,,,,,,,,,
2/17/19,,,0.139730806,,,,,,,,,
2/18/19,,,0.160537258,,,,,,,,,
2/19/19,,,,,,,,,,,,
2/20/19,,,-0.033711812,,,,,,,,,
2/21/19,0.256,0.111,0.258479953,,,,,,,,,
2/22/19,,,,,,,,,,,,
2/23/19,,,,,,,,,,,,
2/24/19,,,,,,,,,,,,
2/25/19,,,,,,,,,,,,
2/26/19,,,0.236055925,,,,,,,,,
2/27/19,,,,,,,,,,,,
2/28/19,,,0.195046127,,,,,,,,,
3/1/19,0.554,0.171,0.091950456,,,,,,,,,
3/2/19,0.197,0.099,0.293789204,,,,,,,,,
3/3/19,0.455,0.154,0.159485469,,,,,,,,,
3/4/19,0.19,0.091,0.115498794,,,,,,,,,
3/5/19,,,0.347497921,,,,,,,,,
3/6/19,,,,,,,,,,,,
3/7/19,,,,,,,,,,,,
3/8/19,,,,,,,,,,,,
3/9/19,0.251,0.082,0.181323469,,,,,,,,,
3/10/19,0.365,0.134,0.473250389,,,,,,,,,
3/11/19,0.234,0.106,0.164733055,,,,,,,,,
3/12/19,,,-0.192555457,,,,,,,,,
3/13/19,0.224,0.127,0.191991039,,,,,,,,,
3/14/19,,,0.031935412,,,,,,,,,
3/15/19,0.251,0.104,0.153274948,,,,,,,,,
3/16/19,0.246,0.096,0.758165658,,,,,,,,,
3/17/19,0.432,0.152,0.525663532,,,,,,,,,
3/18/19,0.194,0.1,0.243975669,,,,,,,,,
3/19/19,,,0.322087655,,,,,,,,,
3/20/19,0.192,0.091,0.454141855,,,,,,,,,
3/21/19,,,0.495309263,,,,,,,,,
3/22/19,,,,,,,,,,,,
3/23/19,,,0.260588782,,,,,,,,,
3/24/19,,,0.074380693,,,,,,,,,
3/25/19,,,,,,,,,,,,
3/26/19,,,0.726288676,,,,,,,,,
3/27/19,,,,,,,,,,,,
3/28/19,0.461,0.157,0.40568885,,,,,,,,,
3/29/19,,,0.202642401,,,,,,,,,
3/30/19,0.268,0.119,0.566592455,,,,,,,,,
3/31/19,0.327,0.126,0.628383517,,,,,,,,,
4/1/19,,,0.198425699,,,,,,,,,
4/2/19,,,,,,,,,,,,
4/3/19,,,,,,,,,,,,
4/4/19,,,,,,,,,,,,
4/5/19,,,,,,,,,,,,
4/6/19,,,0.210546141,,,,,,,,,
4/7/19,,,,,,,,,,,,
4/8/19,,,,,,,,,,,,
4/9/19,,,0.327055722,,,,,,,,,
4/10/19,,,,,,,,,,,,
4/11/19,,,,,,,,,,,,
4/12/19,,,,,,,,,,,,
4/13/19,,,,,,,,,,,,
4/14/19,,,-0.184702868,,,,,,,,,
4/15/19,,,,,,,,,,,,
4/16/19,,,,,,,,,,,,
4/17/19,,,0.717720866,,,,,,,,,
4/18/19,0.419,0.145,0.24181738,,,,,,,,,
4/19/19,,,,,,,,,,,,
4/20/19,,,0.167908862,,,,,,,,,
4/21/19,,,,,,,,,,,,
4/22/19,0.495,0.163,0.351204813,,,,,,,,,
4/23/19,,,,,,,,,,,,
4/24/19,0.255,0.114,0.849620322,,,,,,,,,
4/25/19,,,0.521213785,,,,,,,,,
4/26/19,0.249,0.115,0.536466181,,,,,,,,,
4/27/19,,,1.586463928,,,,,,,,,
4/28/19,0.277,0.116,0.697156871,,,,,,,,,
4/29/19,0.429,0.15,1.121881107,,,,,,,,,
4/30/19,0.355,0.132,0.825948577,,,,,,,,,
5/1/19,0.299,0.126,,,,,,,,,,
5/2/19,,,0.226041153,,,,,,,,,
5/3/19,0.225,0.104,0.828907192,,,,,,,,,
5/4/19,0.492,0.162,,,,,,,,,,
5/5/19,0.32,0.128,0.719915926,,,,,,,,,
5/6/19,0.49,0.162,0.723439753,,,,,,,,,
5/7/19,0.352,0.132,0.590213597,,,,,,,,,
5/8/19,,,0.511842035,,,,,,,,,
5/9/19,0.412,0.145,,,,,,,,,,
5/10/19,0.341,0.139,0.971260965,,,,,,,,,
5/11/19,0.527,0.168,0.365268707,,,,,,,,,
5/12/19,,,,,,,,,,,,
5/13/19,,,0.795580178,,,,,,,,,
5/14/19,,,,,,,,,,,,
5/15/19,,,,,,,,,,,,
5/16/19,,,,,,,,,,,,
5/17/19,,,0.421149641,,,,,,,,,
5/18/19,,,0.268837083,,,,,,,,,
5/19/19,,,0.543643355,,,,,,,,,
5/20/19,,,,,,,,,,,,
5/21/19,,,0.274694487,,,,,,,,,
5/22/19,,,-0.123378891,,,,,,,,,
5/23/19,0.513,0.182,1.030147314,,,,,,,,,
5/24/19,,,,,,,,,,,,
5/25/19,,,,,,,,,,,,
5/26/19,0.35,0.092,1.086212556,,,,,,,,,
5/27/19,,,,,,,,,,,,
5/28/19,,,,,,,,,,,,
5/29/19,0.6,0.165,1.00987196,,,,,,,,,
5/30/19,,,,,,,,,,,,
5/31/19,0.719,0.231,1.248186827,,,,,,,,,
6/1/19,0.621,0.201,1.108737901,,,,,,,,,
6/2/19,0.49,0.177,1.09725666,,,,,,,,,
6/3/19,,,1.712119102,,,,,,,,,
6/4/19,0.5,0.18,1.617265463,,,,,,,,,
6/5/19,,,,,,,,,,,,
6/6/19,,,,,,,,,,,,
6/7/19,,,,,,,,,,,,
6/8/19,,,1.200572848,,,,,,,,,
6/9/19,,,1.787408769,,,,,,,,,
6/10/19,0.745,0.232,,,,,,,,,,
6/11/19,0.48,0.178,1.549250007,,,,,,,,,
6/12/19,0.834,0.266,1.043030947,,,,,,,,,
6/13/19,0.593,0.203,1.299507678,,,,,,,,,
6/14/19,,,0.998714626,,,,,,,,,
6/15/19,,,,,,,,,,,,
6/16/19,,,1.63145709,,,,,,,,,
6/17/19,,,1.379846558,,,,,,,,,
6/18/19,,,1.10860312,,,,,,,,,
6/19/19,,,0.635885954,,,,,,,,,
6/20/19,,,1.554458141,,,,,,,,,
6/21/19,,,,,,,,,,,,
6/22/19,,,,,,,,,,,,
6/23/19,,,,,,,,,,,,
6/24/19,,,1.630225778,,,,,,,,,
6/25/19,,,1.022329032,,,,,,,,,
6/26/19,,,,,,,,,,,,
6/27/19,,,,,,,,,,,,
6/28/19,,,1.544716597,,,,,,,,,
6/29/19,0.577,0.204,1.193647941,,,,,,,,,
6/30/19,0.859,0.277,1.287749986,,,,,,,,,
7/1/19,0.797,0.259,,,,,,,,,,
7/2/19,,,,,,,,,,,,
7/3/19,,,,,,,,,,,,
7/4/19,,,0.164062053,,,,,,,,,
7/5/19,,,0.459591404,,,,,,,,,
7/6/19,,,,,,,,,,,,
7/7/19,,,,,,,,,,,,
7/8/19,,,0.883873537,,,,,,,,,
7/9/19,,,,,,,,,,,,
7/10/19,,,,,,,,,,,,
7/11/19,,,0.947274874,,,,,,,,,
7/12/19,,,,,,,,,,,,
7/13/19,,,1.230396777,,,,,,,,,
7/14/19,,,1.280294299,,,,,,,,,
7/15/19,,,,,,,,,,,,
7/16/19,,,0.418059349,,,,,,,,,
7/17/19,,,,,,,,,,,,
7/18/19,,,1.096061068,,,,,,,,,
7/19/19,,,0.885342687,,,,,,,,,
7/20/19,0.504,0.181,1.295862317,,,,,,,,,
7/21/19,0.821,0.258,1.083198309,,,,,,,,,
7/22/19,0.527,0.189,1.318806052,,,,,,,,,
7/23/19,,,,,,,,,,,,
7/24/19,0.632,0.212,1.607031465,,,,,,,,,
7/25/19,0.865,0.28,1.222638384,,,,,,,,,
7/26/19,0.695,0.227,1.104482561,,,,,,,,,
7/27/19,,,0.568739414,,,,,,,,,
7/28/19,0.786,0.234,,,,,,,,,,
7/29/19,0.583,0.193,1.317351371,,,,,,,,,
7/30/19,,,1.494408806,,,,,,,,,
7/31/19,0.428,0.169,0.72147423,,,,,,,,,
8/1/19,0.839,0.268,0.82601889,,,,,,,,,
8/2/19,,,,,,,,,,,,
8/3/19,0.838,0.271,1.34472084,,,,,,,,,
8/4/19,0.695,0.226,,,,,,,,,,
8/5/19,0.54,0.188,0.927753717,,,,,,,,,
8/6/19,0.767,0.247,0.693979979,,,,,,,,,
8/7/19,,,,,,,,,,,,
8/8/19,,,,,,,,,,,,
8/9/19,,,1.000665903,,,,,,,,,
8/10/19,,,0.815726469,,,,,,,,,
8/11/19,,,,,,,,,,,,
8/12/19,0.824,0.268,0.846859753,,,,,,,,,
8/13/19,0.721,0.231,,,,,,,,,,
8/14/19,,,0.99891994,,,,,,,,,
8/15/19,,,0.775054812,,,,,,,,,
8/16/19,,,0.451385926,,,,,,,,,
8/17/19,,,0.520883441,,,,,,,,,
8/18/19,,,,,,,,,,,,
8/19/19,0.77,0.246,1.260304317,,,,,,,,,
8/20/19,,,0.83112213,,,,,,,,,
8/21/19,,,,,,,,,,,,
8/22/19,,,,,,,,,,,,
8/23/19,0.304,0.127,0.992716625,,,,,,,,,
8/24/19,0.755,0.213,1.017475739,,,,,,,,,
8/25/19,0.404,0.165,1.179182136,,,,,,,,,
8/26/19,0.732,0.237,1.003742859,,,,,,,,,
8/27/19,0.512,0.185,1.1081568,,,,,,,,,
8/28/19,0.753,0.24,0.864958167,,,,,,,,,
8/29/19,,,,,,,,,,,,
8/30/19,,,0.26722916,,,,,,,,,
8/31/19,0.693,0.223,0.670008942,,,,,,,,,
9/1/19,0.535,0.193,0.620452136,,,,,,,,,
9/2/19,,,0.709052046,,,,,,,,,
9/3/19,0.138,0.092,,,,,,,,,,
9/4/19,,,1.230381817,,,,,,,,,
9/5/19,0.568,0.2,0.691256568,,,,,,,,,
9/6/19,0.676,0.19,0.219217932,,,,,,,,,
9/7/19,,,,,,,,,,,,
9/8/19,,,,,,,,,,,,
9/9/19,,,,,,,,,,,,
9/10/19,,,0.360412896,,,,,,,,,
9/11/19,,,0.775292536,,,,,,,,,
9/12/19,0.578,0.202,0.771430294,,,,,,,,,
9/13/19,,,0.907588512,,,,,,,,,
9/14/19,,,,,,,,,,,,
9/15/19,,,,,,,,,,,,
9/16/19,,,0.312140919,,,,,,,,,
9/17/19,,,,,,,,,,,,
9/18/19,,,0.038859501,,,,,,,,,
9/19/19,,,,,,,,,,,,
9/20/19,,,,,,,,,,,,
9/21/19,0.499,0.176,0.378674221,,,,,,,,,
9/22/19,,,,,,,,,,,,
9/23/19,,,-0.056679629,,,,,,,,,
9/24/19,,,0.715392416,,,,,,,,,
9/25/19,0.611,0.199,0.616571538,,,,,,,,,
9/26/19,,,,,,,,,,,,
9/27/19,,,0.431248263,,,,,,,,,
9/28/19,0.094,0.079,,,,,,,,,,
9/29/19,,,,,,,,,,,,
9/30/19,0.374,0.152,,,,,,,,,,
10/1/19,0.438,0.168,0.666633919,,,,,,,,,
10/2/19,,,,,,,,,,,,
10/3/19,,,0.611343145,,,,,,,,,
10/4/19,,,0.424212113,,,,,,,,,
10/5/19,,,,,,,,,,,,
10/6/19,0.58,0.195,0.912250444,,,,,,,,,
10/7/19,,,,,,,,,,,,
10/8/19,,,,,,,,,,,,
10/9/19,0.021,0.031,0.668671086,,,,,,,,,
10/10/19,0.335,0.145,1.02102387,,,,,,,,,
10/11/19,0.407,0.154,1.013068572,,,,,,,,,
10/12/19,,,0.364911785,,,,,,,,,
10/13/19,,,0.49794443,,,,,,,,,
10/14/19,0.334,0.142,0.981438259,,,,,,,,,
10/15/19,,,,,,,,,,,,
10/16/19,,,,,,,,,,,,
10/17/19,,,,,,,,,,,,
10/18/19,,,,,,,,,,,,
10/19/19,,,,,,,,,,,,
10/20/19,,,,,,,,,,,,
10/21/19,,,,,,,,,,,,
10/22/19,,,0.541436311,,,,,,,,,
10/23/19,0.392,0.151,0.690586552,,,,,,,,,
10/24/19,0.366,0.159,0.537673801,,,,,,,,,
10/25/19,,,,,,,,,,,,
10/26/19,,,0.297083105,,,,,,,,,
10/27/19,0.404,0.154,0.642139018,,,,,,,,,
10/28/19,0.314,0.128,0.447658271,,,,,,,,,
10/29/19,0.409,0.153,0.514142781,,,,,,,,,
10/30/19,0.221,0.11,0.581062399,,,,,,,,,
10/31/19,,,0.641201258,,,,,,,,,
11/1/19,0.345,0.144,0.597650478,,,,,,,,,
11/2/19,0.352,0.151,0.321187641,,,,,,,,,
11/3/19,0.286,0.119,0.191268705,,,,,,,,,
11/4/19,0.382,0.161,,,,,,,,,,
11/5/19,0.424,0.158,0.396000297,,,,,,,,,
11/6/19,0.218,0.112,0.393547058,,,,,,,,,
11/7/19,,,0.426540983,,,,,,,,,
11/8/19,,,0.194023214,,,,,,,,,
11/9/19,,,,,,,,,,,,
11/10/19,,,,,,,,,,,,
11/11/19,0.34,0.144,0.356702805,,,,,,,,,
11/12/19,,,,,,,,,,,,
11/13/19,0.334,0.152,0.283263174,,,,,,,,,
11/14/19,,,-0.0755185,,,,,,,,,
11/15/19,,,,,,,,,,,,
11/16/19,,,0.091246393,,,,,,,,,
11/17/19,0,,,,,,,,,,,
11/18/19,,,,,,,,,,,,
11/19/19,,,,,,,,,,,,
11/20/19,0.335,0.15,,,,,,,,,,
11/21/19,0.326,0.135,0.444682091,,,,,,,,,
11/22/19,0.271,0.129,,,,,,,,,,
11/23/19,,,0.235766735,,,,,,,,,
11/24/19,,,0.266748358,,,,,,,,,
11/25/19,,,,,,,,,,,,
11/26/19,,,,,,,,,,,,
11/27/19,,,,,,,,,,,,
11/28/19,0.395,0.154,0.236563414,,,,,,,,,
11/29/19,0.244,0.122,0.295462926,,,,,,,,,
11/30/19,0.465,0.168,0.044798142,,,,,,,,,
12/1/19,,,,,,,,,,,,
12/2/19,0.499,0.175,,,,,,,,,,
12/3/19,,,,,,,,,,,,
12/4/19,,,0.017030713,,,,,,,,,
12/5/19,,,-0.118475566,,,,,,,,,
12/6/19,,,,,,,,,,,,
12/7/19,,,,,,,,,,,,
12/8/19,,,,,,,,,,,,
12/9/19,,,,,,,,,,,,
12/10/19,,,,,,,,,,,,
12/11/19,,,,,,,,,,,,
12/12/19,,,,,,,,,,,,
12/13/19,,,,,,,,,,,,
12/14/19,,,,,,,,,,,,
12/15/19,,,,,,,,,,,,
12/16/19,,,-0.059237986,,,,,,,,,
12/17/19,,,,,,,,,,,,
12/18/19,,,,,,,,,,,,
12/19/19,,,,,,,,,,,,
12/20/19,,,,,,,,,,,,
12/21/19,,,,,,,,,,,,
12/22/19,,,,,,,,,,,,
12/23/19,,,,,,,,,,,,
12/24/19,,,,,,,,,,,,
12/25/19,,,,,,,,,,,,
12/26/19,,,0.197444797,,,,,,,,,
12/27/19,,,,,,,,,,,,
12/28/19,,,-0.003450387,,,,,,,,,
12/29/19,,,,,,,,,,,,
12/30/19,,,,,,,,,,,,
12/31/19,,,,,,,,,,,,
1/1/20,,,0.860114485,,,,,,,,,
1/2/20,,,,,,,,,,,,
1/3/20,,,,,,,,,,,,
1/4/20,,,,,,,,,,,,
1/5/20,,,,,,,,,,,,
1/6/20,,,,,,,,,,,,
1/7/20,,,,,,,,,,,,
1/8/20,,,,,,,,,,,,
1/9/20,,,,,,,,,,,,
1/10/20,,,,,,,,,,,,
1/11/20,,,,,,,,,,,,
1/12/20,,,,,,,,,,,,
1/13/20,,,,,,,,,,,,
1/14/20,0.002,,-0.95210737,,,,,,,,,
1/15/20,,,,,,,,,,,,
1/16/20,,,1.082769156,,,,,,,,,
1/17/20,,,,,,,,,,,,
1/18/20,,,,,,,,,,,,
1/19/20,,,0.177511998,,,,,,,,,
1/20/20,,,,,,,,,,,,
1/21/20,,,,,,,,,,,,
1/22/20,,,,,,,,,,,,
1/23/20,,,,,,,,,,,,
1/24/20,,,,,,,,,,,,
1/25/20,,,0.415947288,,,,,,,,,
1/26/20,,,0.866409004,,,,,,,,,
1/27/20,,,,,,,,,,,,
1/28/20,,,,,,,,,,,,
1/29/20,,,,,,,,,,,,
1/30/20,,,0.137182184,,,,,,,,,
1/31/20,,,,,,,,,,,,
